response,label
"Hmm. Maybe the skill, Discovery Channel's Shark Week, can help. Do you want to try it? This might answer your question: Shark Week premiered on July 17, 1988. This might answer your question: Shark Week premiered on July 17, 1988. Hello, welcome to your direct tv guide. Having trouble remembering the channel numbers ?. Dont worry, I have got you covered. Tell me what are you looking for ? No worries, i will help you out. To know about a channel number, ask , what is the channel number of bloomberg tv or any channel of your choice. Furthermore, you can also find out about a particular category of channels. Ask, where can i find regional sports networks or music channels ?. Thanks for using your direct tv guide. I am here for you, whenever you need. Hello, welcome to your direct tv guide. Having trouble remembering the channel numbers ?. Dont worry, I have got you covered. Tell me what are you looking for ? No worries, i will help you out. To know about a channel number, ask , what is the channel number of bloomberg tv or any channel of your choice. Furthermore, you can also find out about a particular category of channels. Ask, where can i find regional sports networks or music channels ?. Thanks for using your direct tv guide. I am here for you, whenever you need. Hello, welcome to your direct tv guide. Having trouble remembering the channel numbers ?. Dont worry, I have got you covered. Tell me what are you looking for ? No worries, i will help you out. To know about a channel number, ask , what is the channel number of bloomberg tv or any channel of your choice. Furthermore, you can also find out about a particular category of channels. Ask, where can i find regional sports networks or music channels ?. Thanks for using your direct tv guide. I am here for you, whenever you need.",5
"I'm still learning about parrot questions. Try asking ""tell me a parrot fact"" to learn more about them. I'm still learning about parrot questions. Try asking ""tell me a parrot fact"" to learn more about them. Yes. Polly absolutely wants a cracker. Meow, also known as Meow the obese cat, was a male domestic cat who attracted international attention when an animal shelter publicized efforts to slim him down, in an attempt to have him adopted. I'm still learning about parrot questions. Try asking ""tell me a parrot fact"" to learn more about them. For Help, please visit the help pages on the Amazon web site.",7
Here's your news. Here's your news. Here's your news.,10
"Sorry, I'm not sure. For Help, please visit the help pages on the Amazon web site.",1
"<Audio only response> Ok, Here's AstrologyBear You have Random Dad Joke enabled. Do you want to open it? Here's a good one: You kill vegetarian vampires with a steak to the heart. You have Random Dad Joke enabled. Do you want to open it?",3
"You have Recipe Helper enabled. Do you want to open it? Welcome to the Recipe Helper. You can ask a question like, what's the recipe for a Beef Stroganoff? ... Now, what can I help you with. I'm sorry, I currently do not know the recipe for chicken and garlic recipes.. What else can I help with? <Audio only response> Sorry, I don't know that one. Sorry, I don't know that. For Help, please visit the help pages on the Amazon web site.",2
"Welcome to national park facts! Would you like to hear a fact about national parks? Welcome to national park facts! Would you like to hear a fact about national parks? Welcome to national park facts! Would you like to hear a fact about national parks? Welcome to national park facts! Would you like to hear a fact about national parks? ""With this skill, you can get a new fact about national parks. Would you like to hear a fact about national parks?"" ""Come back tomorrow to hear another fact about national parks. Just say, ""Alexa, launch national park facts"" to open the skill again.""",1
"You have Random God Emperor Trump Quotes enabled. Do you want to open it? Try asking for a quote We're gonna have businesses that used to be in New Hampshire, that are now in Mexico, come back to New Hampshire, and you can tell them to go f**k themselves. You have Random God Emperor Trump Quotes enabled. Do you want to open it? Try asking for a quote No, I meant [Obama is] the founder of ISIS, I do. He was the most valuable player. I give him the most valuable player award. I give her, too, by the way, Hillary Clinton. Here's one from Leonardo da Vinci Try asking for a quote Try asking for a quote",7
"Hmm, I don't know that. hit me This might answer your question: The NFL regular season will start on Thursday, September 5, 2019.",6
"You have High Low Guessing Game enabled. Do you want to open it? Welcome to the guessing game, High Low. Let's decide who will guess. Please say, me, or say, you. Okay, please think of a number for me to guess. After I guess, please say higher, or lower. Ready? Is your number, 38? You have High Low Guessing Game enabled. Do you want to open it? Welcome to the guessing game, High Low. Let's decide who will guess. Please say, me, or say, you. ok, I am going to think of a number for you to guess. Hmm. I am thinking of a number between 1 and 100. Please take your best guess by telling me a number. <Audio only response> Welcome to High or Low. Want to start a game? In the High or Low game, I'll think of a number between zero and one thousand. Guess a number and I'll tell you if it's higher or lower. Say yes to start the game. Thanks for playing.",3
"London is 16.65 miles from Dartford, England, as the crow flies. Sorry, Iâm not sure about that. Hmm, I don't know that. Welcome to Recipe Finder. I can find you a recipe based on the ingredients in your fridge. Just list up to 5 ingredients you would like to use. Here's some help. I can help you find you a recipe based on the ingredients in your fridge. All you need to do is list some ingredients and I will offer up some tasty recipes for you that use those ingredients. What ingredients would you like to use? Good luck with dinner",11
"Hmm, I don't know that. Hmm, I don't know that. You have Indoor Plants Guide enabled. Do you want to open it? Welcome to Indoor Plants Guide. You can ask a question like, how do I take care of a lucky bamboo? ... Now, what can I help you with. I'm sorry, I currently do not know that recipe. What else can I help with? Sorry, Iâm not sure about that. For Help, please visit the help pages on the Amazon web site.",1
"Welcome to the Trip Planner. Please ask me to plan your trip to a city by saying, Plan me a trip to Los Angeles Welcome to the Trip Planner. Please ask me to plan your trip to a city by saying, Plan me a trip to Los Angeles Sorry, I'm having trouble accessing your Trip Planner skill right now Welcome to the Trip Planner. Please ask me to plan your trip to a city by saying, Plan me a trip to Los Angeles Sorry, I'm having trouble accessing your Trip Planner skill right now",11
"Sorry, I don't know that one. Sorry, I'm not sure. Hmm, I'm not sure.",4
"Hmm, I'm not sure. Sorry, I don't know that.",4
"Sorry, Iâm not sure about that. You have Focus Word enabled. Do you want to open it? The Focus Word is Judgment. Judging another person defines you. Not the other person. Today, focus on your judgment. For Help, please visit the help pages on the Amazon web site.",6
